path,phrase
dataset\SigNN Character Database\A\465.jpg,A
dataset\SigNN Character Database\A\447.jpg,A
dataset\SigNN Character Database\A\A_312.jpg,A
dataset\SigNN Character Database\A\A_244.jpg,A
dataset\SigNN Character Database\A\A_506.jpg,A
dataset\SigNN Character Database\A\A_444.jpg,A
dataset\SigNN Character Database\A\A_762.jpg,A
dataset\SigNN Character Database\A\A_1491.jpg,A
dataset\SigNN Character Database\A\A_1064.jpg,A
dataset\SigNN Character Database\A\A_926.jpg,A
dataset\SigNN Character Database\A\A_7.jpg,A
dataset\SigNN Character Database\A\A_1326.jpg,A
dataset\SigNN Character Database\A\A_48.jpg,A
dataset\SigNN Character Database\A\A_73.jpg,A
dataset\SigNN Character Database\A\A_1435.jpg,A
dataset\SigNN Character Database\A\A_640.jpg,A
dataset\SigNN Character Database\A\A_624.jpg,A
dataset\SigNN Character Database\A\A_1083.jpg,A
dataset\SigNN Character Database\A\75.jpg,A
dataset\SigNN Character Database\A\A_822.jpg,A
dataset\SigNN Character Database\A\520.jpg,A
dataset\SigNN Character Database\A\A_984.jpg,A
dataset\SigNN Character Database\A\A_469.jpg,A
dataset\SigNN Character Database\A\A_660.jpg,A
dataset\SigNN Character Database\A\A_344.jpg,A
dataset\SigNN Character Database\A\A_626.jpg,A
dataset\SigNN Character Database\A\A_1480.jpg,A
dataset\SigNN Character Database\A\A_1161.jpg,A
dataset\SigNN Character Database\A\A_793.jpg,A
dataset\SigNN Character Database\A\348.jpg,A
dataset\SigNN Character Database\A\A_153.jpg,A
dataset\SigNN Character Database\A\A_644.jpg,A
dataset\SigNN Character Database\A\A_756.jpg,A
dataset\SigNN Character Database\A\A_9.jpg,A
dataset\SigNN Character Database\A\A_1163.jpg,A
dataset\SigNN Character Database\A\A_952.jpg,A
dataset\SigNN Character Database\A\A_1146.jpg,A
dataset\SigNN Character Database\A\A_165.jpg,A
dataset\SigNN Character Database\A\A_1211.jpg,A
dataset\SigNN Character Database\A\A_907.jpg,A
dataset\SigNN Character Database\A\A_103.jpg,A
dataset\SigNN Character Database\A\A_877.jpg,A
dataset\SigNN Character Database\A\A_501.jpg,A
dataset\SigNN Character Database\A\A_1362.jpg,A
dataset\SigNN Character Database\A\A_825.jpg,A
dataset\SigNN Character Database\A\A_1498.jpg,A
dataset\SigNN Character Database\A\A_615.jpg,A
dataset\SigNN Character Database\A\A_1221.jpg,A
dataset\SigNN Character Database\A\A_1156.jpg,A
dataset\SigNN Character Database\A\A_1392.jpg,A
dataset\SigNN Character Database\A\A_721.jpg,A
dataset\SigNN Character Database\A\A_452.jpg,A
dataset\SigNN Character Database\A\A_537.jpg,A
dataset\SigNN Character Database\A\319.jpg,A
dataset\SigNN Character Database\A\A_958.jpg,A
dataset\SigNN Character Database\A\A_1316.jpg,A
dataset\SigNN Character Database\A\A_255.jpg,A
dataset\SigNN Character Database\A\A_229.jpg,A
dataset\SigNN Character Database\A\A_1131.jpg,A
dataset\SigNN Character Database\A\A_340.jpg,A
dataset\SigNN Character Database\A\A_729.jpg,A
dataset\SigNN Character Database\A\A_770.jpg,A
dataset\SigNN Character Database\A\A_40.jpg,A
dataset\SigNN Character Database\A\A_606.jpg,A
dataset\SigNN Character Database\A\A_1388.jpg,A
dataset\SigNN Character Database\A\A_277.jpg,A
dataset\SigNN Character Database\A\A_1322.jpg,A
dataset\SigNN Character Database\A\A_468.jpg,A
dataset\SigNN Character Database\A\302.jpg,A
dataset\SigNN Character Database\A\A_1424.jpg,A
dataset\SigNN Character Database\A\A_1446.jpg,A
dataset\SigNN Character Database\A\116.jpg,A
dataset\SigNN Character Database\A\A_4.jpg,A
dataset\SigNN Character Database\A\A_97.jpg,A
dataset\SigNN Character Database\A\A_120.jpg,A
dataset\SigNN Character Database\A\A_1243.jpg,A
dataset\SigNN Character Database\A\A_385.jpg,A
dataset\SigNN Character Database\A\A_790.jpg,A
dataset\SigNN Character Database\A\A_160.jpg,A
dataset\SigNN Character Database\A\A_903.jpg,A
dataset\SigNN Character Database\A\A_645.jpg,A
dataset\SigNN Character Database\A\A_715.jpg,A
dataset\SigNN Character Database\A\A_539.jpg,A
dataset\SigNN Character Database\A\A_1339.jpg,A
dataset\SigNN Character Database\A\A_172.jpg,A
dataset\SigNN Character Database\A\A_393.jpg,A
dataset\SigNN Character Database\A\A_1217.jpg,A
dataset\SigNN Character Database\A\A_92.jpg,A
dataset\SigNN Character Database\A\A_1122.jpg,A
dataset\SigNN Character Database\A\A_1250.jpg,A
dataset\SigNN Character Database\A\A_111.jpg,A
dataset\SigNN Character Database\A\169.jpg,A
dataset\SigNN Character Database\A\A_696.jpg,A
dataset\SigNN Character Database\A\A_512.jpg,A
dataset\SigNN Character Database\A\329.jpg,A
dataset\SigNN Character Database\A\A_1487.jpg,A
dataset\SigNN Character Database\A\A_1296.jpg,A
dataset\SigNN Character Database\A\185.jpg,A
dataset\SigNN Character Database\A\1.jpg,A
dataset\SigNN Character Database\A\A_1345.jpg,A
dataset\SigNN Character Database\A\493.jpg,A
dataset\SigNN Character Database\A\A_536.jpg,A
dataset\SigNN Character Database\A\A_1432.jpg,A
dataset\SigNN Character Database\A\A_747.jpg,A
dataset\SigNN Character Database\A\A_409.jpg,A
dataset\SigNN Character Database\A\A_1430.jpg,A
dataset\SigNN Character Database\A\A_441.jpg,A
dataset\SigNN Character Database\A\A_796.jpg,A
dataset\SigNN Character Database\A\112.jpg,A
dataset\SigNN Character Database\A\A_1467.jpg,A
dataset\SigNN Character Database\A\184.jpg,A
dataset\SigNN Character Database\A\A_27.jpg,A
dataset\SigNN Character Database\A\A_1308.jpg,A
dataset\SigNN Character Database\A\A_449.jpg,A
dataset\SigNN Character Database\A\108.jpg,A
dataset\SigNN Character Database\A\A_1018.jpg,A
dataset\SigNN Character Database\A\A_1473.jpg,A
dataset\SigNN Character Database\A\A_1102.jpg,A
dataset\SigNN Character Database\A\A_1384.jpg,A
dataset\SigNN Character Database\A\A_906.jpg,A
dataset\SigNN Character Database\A\A_1426.jpg,A
dataset\SigNN Character Database\A\A_110.jpg,A
dataset\SigNN Character Database\A\A_1024.jpg,A
dataset\SigNN Character Database\A\A_912.jpg,A
dataset\SigNN Character Database\A\A_637.jpg,A
dataset\SigNN Character Database\A\A_603.jpg,A
dataset\SigNN Character Database\A\A_436.jpg,A
dataset\SigNN Character Database\A\A_214.jpg,A
dataset\SigNN Character Database\A\A_343.jpg,A
dataset\SigNN Character Database\A\A_217.jpg,A
dataset\SigNN Character Database\A\A_1401.jpg,A
dataset\SigNN Character Database\A\A_1115.jpg,A
dataset\SigNN Character Database\A\A_134.jpg,A
dataset\SigNN Character Database\A\A_262.jpg,A
dataset\SigNN Character Database\A\A_972.jpg,A
dataset\SigNN Character Database\A\A_458.jpg,A
dataset\SigNN Character Database\A\A_1143.jpg,A
dataset\SigNN Character Database\A\A_1251.jpg,A
dataset\SigNN Character Database\A\A_1100.jpg,A
dataset\SigNN Character Database\A\A_416.jpg,A
dataset\SigNN Character Database\A\A_598.jpg,A
dataset\SigNN Character Database\A\427.jpg,A
dataset\SigNN Character Database\A\A_87.jpg,A
dataset\SigNN Character Database\A\443.jpg,A
dataset\SigNN Character Database\A\A_964.jpg,A
dataset\SigNN Character Database\A\A_703.jpg,A
dataset\SigNN Character Database\A\A_315.jpg,A
dataset\SigNN Character Database\A\A_196.jpg,A
dataset\SigNN Character Database\A\A_21.jpg,A
dataset\SigNN Character Database\A\269.jpg,A
dataset\SigNN Character Database\A\A_1421.jpg,A
dataset\SigNN Character Database\A\A_851.jpg,A
dataset\SigNN Character Database\A\A_1456.jpg,A
dataset\SigNN Character Database\A\A_897.jpg,A
dataset\SigNN Character Database\A\A_584.jpg,A
dataset\SigNN Character Database\A\A_1409.jpg,A
dataset\SigNN Character Database\A\A_1315.jpg,A
dataset\SigNN Character Database\A\A_450.jpg,A
dataset\SigNN Character Database\A\336.jpg,A
dataset\SigNN Character Database\A\A_1428.jpg,A
dataset\SigNN Character Database\A\A_421.jpg,A
dataset\SigNN Character Database\A\A_1294.jpg,A
dataset\SigNN Character Database\A\A_166.jpg,A
dataset\SigNN Character Database\A\A_1157.jpg,A
dataset\SigNN Character Database\A\A_690.jpg,A
dataset\SigNN Character Database\A\A_1170.jpg,A
dataset\SigNN Character Database\A\A_430.jpg,A
dataset\SigNN Character Database\A\A_180.jpg,A
dataset\SigNN Character Database\A\A_886.jpg,A
dataset\SigNN Character Database\A\A_673.jpg,A
dataset\SigNN Character Database\A\A_270.jpg,A
dataset\SigNN Character Database\A\A_37.jpg,A
dataset\SigNN Character Database\A\A_583.jpg,A
dataset\SigNN Character Database\A\A_102.jpg,A
dataset\SigNN Character Database\A\A_1095.jpg,A
dataset\SigNN Character Database\A\A_701.jpg,A
dataset\SigNN Character Database\A\A_676.jpg,A
dataset\SigNN Character Database\A\446.jpg,A
dataset\SigNN Character Database\A\A_276.jpg,A
dataset\SigNN Character Database\A\A_246.jpg,A
dataset\SigNN Character Database\A\A_1393.jpg,A
dataset\SigNN Character Database\A\305.jpg,A
dataset\SigNN Character Database\A\10.jpg,A
dataset\SigNN Character Database\A\A_638.jpg,A
dataset\SigNN Character Database\A\80.jpg,A
dataset\SigNN Character Database\A\A_1460.jpg,A
dataset\SigNN Character Database\A\A_419.jpg,A
dataset\SigNN Character Database\A\A_1071.jpg,A
dataset\SigNN Character Database\A\A_905.jpg,A
dataset\SigNN Character Database\A\A_1179.jpg,A
dataset\SigNN Character Database\A\A_565.jpg,A
dataset\SigNN Character Database\A\A_862.jpg,A
dataset\SigNN Character Database\A\A_892.jpg,A
dataset\SigNN Character Database\A\A_401.jpg,A
dataset\SigNN Character Database\A\A_437.jpg,A
dataset\SigNN Character Database\A\A_869.jpg,A
dataset\SigNN Character Database\A\A_1445.jpg,A
dataset\SigNN Character Database\A\A_56.jpg,A
dataset\SigNN Character Database\A\A_478.jpg,A
dataset\SigNN Character Database\A\A_438.jpg,A
dataset\SigNN Character Database\A\A_459.jpg,A
dataset\SigNN Character Database\A\A_916.jpg,A
dataset\SigNN Character Database\A\A_1400.jpg,A
dataset\SigNN Character Database\A\A_143.jpg,A
dataset\SigNN Character Database\A\A_1001.jpg,A
dataset\SigNN Character Database\A\A_602.jpg,A
dataset\SigNN Character Database\A\A_1033.jpg,A
dataset\SigNN Character Database\A\A_321.jpg,A
dataset\SigNN Character Database\A\A_527.jpg,A
dataset\SigNN Character Database\A\A_798.jpg,A
dataset\SigNN Character Database\A\A_1169.jpg,A
dataset\SigNN Character Database\A\A_1231.jpg,A
dataset\SigNN Character Database\A\A_934.jpg,A
dataset\SigNN Character Database\A\A_577.jpg,A
dataset\SigNN Character Database\A\A_305.jpg,A
dataset\SigNN Character Database\A\A_83.jpg,A
dataset\SigNN Character Database\A\A_483.jpg,A
dataset\SigNN Character Database\A\A_1356.jpg,A
dataset\SigNN Character Database\A\241.jpg,A
dataset\SigNN Character Database\A\A_1371.jpg,A
dataset\SigNN Character Database\A\A_1292.jpg,A
dataset\SigNN Character Database\A\A_807.jpg,A
dataset\SigNN Character Database\A\A_211.jpg,A
dataset\SigNN Character Database\A\A_695.jpg,A
dataset\SigNN Character Database\A\459.jpg,A
dataset\SigNN Character Database\A\A_1011.jpg,A
dataset\SigNN Character Database\A\A_1280.jpg,A
dataset\SigNN Character Database\A\A_1168.jpg,A
dataset\SigNN Character Database\A\A_1407.jpg,A
dataset\SigNN Character Database\A\A_171.jpg,A
dataset\SigNN Character Database\A\A_31.jpg,A
dataset\SigNN Character Database\A\A_49.jpg,A
dataset\SigNN Character Database\A\A_371.jpg,A
dataset\SigNN Character Database\A\A_1135.jpg,A
dataset\SigNN Character Database\A\423.jpg,A
dataset\SigNN Character Database\A\A_55.jpg,A
dataset\SigNN Character Database\A\A_213.jpg,A
dataset\SigNN Character Database\A\A_332.jpg,A
dataset\SigNN Character Database\A\A_1273.jpg,A
dataset\SigNN Character Database\A\A_69.jpg,A
dataset\SigNN Character Database\A\A_943.jpg,A
dataset\SigNN Character Database\A\284.jpg,A
dataset\SigNN Character Database\A\A_383.jpg,A
dataset\SigNN Character Database\A\A_734.jpg,A
dataset\SigNN Character Database\A\A_139.jpg,A
dataset\SigNN Character Database\A\A_568.jpg,A
dataset\SigNN Character Database\A\A_1351.jpg,A
dataset\SigNN Character Database\A\A_1091.jpg,A
dataset\SigNN Character Database\A\A_716.jpg,A
dataset\SigNN Character Database\A\A_631.jpg,A
dataset\SigNN Character Database\A\A_1416.jpg,A
dataset\SigNN Character Database\A\A_319.jpg,A
dataset\SigNN Character Database\A\A_887.jpg,A
dataset\SigNN Character Database\A\A_389.jpg,A
dataset\SigNN Character Database\A\A_1283.jpg,A
dataset\SigNN Character Database\A\A_1144.jpg,A
dataset\SigNN Character Database\A\A_1110.jpg,A
dataset\SigNN Character Database\A\179.jpg,A
dataset\SigNN Character Database\A\A_746.jpg,A
dataset\SigNN Character Database\A\A_651.jpg,A
dataset\SigNN Character Database\A\A_962.jpg,A
dataset\SigNN Character Database\A\A_866.jpg,A
dataset\SigNN Character Database\A\A_549.jpg,A
dataset\SigNN Character Database\A\A_1414.jpg,A
dataset\SigNN Character Database\A\A_1012.jpg,A
dataset\SigNN Character Database\A\A_533.jpg,A
dataset\SigNN Character Database\A\292.jpg,A
dataset\SigNN Character Database\A\A_789.jpg,A
dataset\SigNN Character Database\A\A_30.jpg,A
dataset\SigNN Character Database\A\A_1484.jpg,A
dataset\SigNN Character Database\A\A_810.jpg,A
dataset\SigNN Character Database\A\A_1057.jpg,A
dataset\SigNN Character Database\A\A_1240.jpg,A
dataset\SigNN Character Database\A\400.jpg,A
dataset\SigNN Character Database\A\A_1289.jpg,A
dataset\SigNN Character Database\A\A_668.jpg,A
dataset\SigNN Character Database\A\A_845.jpg,A
dataset\SigNN Character Database\A\A_589.jpg,A
dataset\SigNN Character Database\A\53.jpg,A
dataset\SigNN Character Database\A\220.jpg,A
dataset\SigNN Character Database\A\A_117.jpg,A
dataset\SigNN Character Database\A\A_375.jpg,A
dataset\SigNN Character Database\A\A_127.jpg,A
dataset\SigNN Character Database\A\A_1044.jpg,A
dataset\SigNN Character Database\A\A_46.jpg,A
dataset\SigNN Character Database\A\A_455.jpg,A
dataset\SigNN Character Database\A\A_370.jpg,A
dataset\SigNN Character Database\A\A_775.jpg,A
dataset\SigNN Character Database\A\A_1253.jpg,A
dataset\SigNN Character Database\A\A_209.jpg,A
dataset\SigNN Character Database\A\A_780.jpg,A
dataset\SigNN Character Database\A\A_2.jpg,A
dataset\SigNN Character Database\A\A_636.jpg,A
dataset\SigNN Character Database\A\13.jpg,A
dataset\SigNN Character Database\A\432.jpg,A
dataset\SigNN Character Database\A\A_1444.jpg,A
dataset\SigNN Character Database\A\A_408.jpg,A
dataset\SigNN Character Database\A\A_202.jpg,A
dataset\SigNN Character Database\A\A_827.jpg,A
dataset\SigNN Character Database\A\A_578.jpg,A
dataset\SigNN Character Database\A\A_1475.jpg,A
dataset\SigNN Character Database\A\A_230.jpg,A
dataset\SigNN Character Database\A\194.jpg,A
dataset\SigNN Character Database\A\A_760.jpg,A
dataset\SigNN Character Database\A\A_1198.jpg,A
dataset\SigNN Character Database\A\A_33.jpg,A
dataset\SigNN Character Database\A\A_1309.jpg,A
dataset\SigNN Character Database\A\A_580.jpg,A
dataset\SigNN Character Database\A\A_1196.jpg,A
dataset\SigNN Character Database\A\A_1440.jpg,A
dataset\SigNN Character Database\A\430.jpg,A
dataset\SigNN Character Database\A\A_292.jpg,A
dataset\SigNN Character Database\A\A_515.jpg,A
dataset\SigNN Character Database\A\A_151.jpg,A
dataset\SigNN Character Database\A\A_572.jpg,A
dataset\SigNN Character Database\A\A_817.jpg,A
dataset\SigNN Character Database\A\A_757.jpg,A
dataset\SigNN Character Database\A\A_878.jpg,A
dataset\SigNN Character Database\A\A_204.jpg,A
dataset\SigNN Character Database\A\230.jpg,A
dataset\SigNN Character Database\A\A_163.jpg,A
dataset\SigNN Character Database\A\A_491.jpg,A
dataset\SigNN Character Database\A\A_759.jpg,A
dataset\SigNN Character Database\A\A_918.jpg,A
dataset\SigNN Character Database\A\A_1489.jpg,A
dataset\SigNN Character Database\A\A_301.jpg,A
dataset\SigNN Character Database\A\A_1310.jpg,A
dataset\SigNN Character Database\A\A_1459.jpg,A
dataset\SigNN Character Database\A\A_671.jpg,A
dataset\SigNN Character Database\A\A_1370.jpg,A
dataset\SigNN Character Database\A\A_750.jpg,A
dataset\SigNN Character Database\A\A_541.jpg,A
dataset\SigNN Character Database\A\A_771.jpg,A
dataset\SigNN Character Database\A\A_1286.jpg,A
dataset\SigNN Character Database\A\A_245.jpg,A
dataset\SigNN Character Database\A\A_168.jpg,A
dataset\SigNN Character Database\A\A_1039.jpg,A
dataset\SigNN Character Database\A\A_832.jpg,A
dataset\SigNN Character Database\A\168.jpg,A
dataset\SigNN Character Database\A\A_649.jpg,A
dataset\SigNN Character Database\A\A_548.jpg,A
dataset\SigNN Character Database\A\A_17.jpg,A
dataset\SigNN Character Database\A\A_1302.jpg,A
dataset\SigNN Character Database\A\188.jpg,A
dataset\SigNN Character Database\A\A_63.jpg,A
dataset\SigNN Character Database\A\A_191.jpg,A
dataset\SigNN Character Database\A\A_1479.jpg,A
dataset\SigNN Character Database\A\A_661.jpg,A
dataset\SigNN Character Database\A\A_122.jpg,A
dataset\SigNN Character Database\A\A_203.jpg,A
dataset\SigNN Character Database\A\A_505.jpg,A
dataset\SigNN Character Database\A\A_1431.jpg,A
dataset\SigNN Character Database\A\A_150.jpg,A
dataset\SigNN Character Database\A\A_1219.jpg,A
dataset\SigNN Character Database\A\A_249.jpg,A
dataset\SigNN Character Database\A\A_250.jpg,A
dataset\SigNN Character Database\A\38.jpg,A
dataset\SigNN Character Database\A\A_974.jpg,A
dataset\SigNN Character Database\A\A_722.jpg,A
dataset\SigNN Character Database\A\A_1116.jpg,A
dataset\SigNN Character Database\A\A_864.jpg,A
dataset\SigNN Character Database\A\A_99.jpg,A
dataset\SigNN Character Database\A\A_186.jpg,A
dataset\SigNN Character Database\A\A_1481.jpg,A
dataset\SigNN Character Database\A\A_486.jpg,A
dataset\SigNN Character Database\A\A_1098.jpg,A
dataset\SigNN Character Database\A\A_795.jpg,A
dataset\SigNN Character Database\A\A_990.jpg,A
dataset\SigNN Character Database\A\A_407.jpg,A
dataset\SigNN Character Database\A\36.jpg,A
dataset\SigNN Character Database\A\A_646.jpg,A
dataset\SigNN Character Database\A\A_281.jpg,A
dataset\SigNN Character Database\A\A_293.jpg,A
dataset\SigNN Character Database\A\A_880.jpg,A
dataset\SigNN Character Database\A\A_1318.jpg,A
dataset\SigNN Character Database\A\A_74.jpg,A
dataset\SigNN Character Database\A\A_937.jpg,A
dataset\SigNN Character Database\A\A_976.jpg,A
dataset\SigNN Character Database\A\A_1052.jpg,A
dataset\SigNN Character Database\A\A_280.jpg,A
dataset\SigNN Character Database\A\A_216.jpg,A
dataset\SigNN Character Database\A\A_1246.jpg,A
dataset\SigNN Character Database\A\A_86.jpg,A
dataset\SigNN Character Database\A\146.jpg,A
dataset\SigNN Character Database\A\A_1500.jpg,A
dataset\SigNN Character Database\A\A_821.jpg,A
dataset\SigNN Character Database\A\A_706.jpg,A
dataset\SigNN Character Database\A\A_599.jpg,A
dataset\SigNN Character Database\A\A_804.jpg,A
dataset\SigNN Character Database\A\A_1332.jpg,A
dataset\SigNN Character Database\A\A_826.jpg,A
dataset\SigNN Character Database\A\A_298.jpg,A
dataset\SigNN Character Database\A\A_152.jpg,A
dataset\SigNN Character Database\A\A_767.jpg,A
dataset\SigNN Character Database\A\A_625.jpg,A
dataset\SigNN Character Database\A\A_669.jpg,A
dataset\SigNN Character Database\A\A_1418.jpg,A
dataset\SigNN Character Database\A\A_953.jpg,A
dataset\SigNN Character Database\A\A_420.jpg,A
dataset\SigNN Character Database\A\A_1454.jpg,A
